track_name,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness
I'm a Fan,0.536,0.845,0.544,96.016,-5.163,0.0305,2.33e-05,0.106,0.0484
1999,0.739,0.742,0.659,124.016,-4.586,0.0227,1.39e-06,0.229,0.0329
"Papa Noel, Papa Noel (Père Noël, Père Noël)",0.341,0.749,0.388,91.59,-7.474,0.959,0.0461,0.188,0.0665
Searchin,0.719,0.397,0.327,104.008,-12.531,0.145,1.06e-05,0.181,0.0368
Hive,0.619,0.742,0.782,144.602,-6.995,0.204,0.0,0.166,0.496
Time,0.477,0.254,0.626,81.568,-12.676,0.907,0.0118,0.106,0.0401
Habit,0.766,0.402,0.466,125.107,-11.155,0.27,0.0007,0.106,0.107
"Falstaff, Act III, Scene One: Reverenza. La bella Alice (Quickly/Falstaff/Alice/Ford/Nannetta/Meg/Caio)",0.36,0.174,0.396,91.837,-21.208,0.937,0.00866,0.36,0.0439
Hush Baby Hush,0.838,0.88,0.975,127.075,-10.525,0.129,0.0,0.34,0.0413
Give Me Jesus,0.508,0.407,0.256,79.034,-7.73,0.0855,7.38e-05,0.0966,0.0253
"Rusalka, Op. 114, B. 203, Act II: Kvetiny bílé po ceste (Live)",0.318,0.227,0.138,102.073,-19.302,0.986,0.0443,0.287,0.0469
The Christmas Card,0.395,0.247,0.403,144.026,-17.006,0.826,5.62e-05,0.1,0.0495
Pay No Mind,0.593,0.41,0.27,99.721,-9.722,0.238,0.587,0.117,0.0239
Let Love In,0.531,0.906,0.148,118.94,-3.227,0.0148,0.00523,0.193,0.0409
Old Testament,0.684,0.389,0.187,99.0,-17.618,0.713,0.0,0.931,0.934
Beyond The Stars,0.406,0.952,0.534,88.563,-2.987,6.72e-06,0.0252,0.198,0.0424
Sé Real,0.838,0.804,0.852,90.02,-5.649,0.11,0.0,0.0717,0.191
Tu Me Guayastes (feat. Nicky Jam),0.738,0.848,0.857,94.841,-5.387,0.243,0.0,0.349,0.0814
The Great Pretender,0.371,0.506,0.237,103.079,-8.519,0.036,2.37e-05,0.132,0.0303
Beauty Is Only Skin Deep - Single Version / Mono,0.63,0.553,0.621,120.885,-4.816,0.0887,0.0,0.173,0.0451
Don't Stop Me Now,0.568,0.779,0.607,156.388,-9.465,0.0789,0.000812,0.528,0.188
Accordian Repair Course,0.613,0.332,0.755,67.518,-14.726,0.712,0.0,0.186,0.945
Bumblebee,0.791,0.57,0.605,160.097,-9.32,0.0495,8.24e-06,0.126,0.196
Trying to Quit,0.488,0.701,0.263,165.037,-15.329,0.921,0.0,0.695,0.947
Where Eagles Have Been,0.277,0.647,0.118,93.502,-4.086,0.164,5.38e-05,0.106,0.0356
Tightrope - feat. Big Boi,0.641,0.673,0.644,167.978,-10.72,0.0302,0.000868,0.219,0.0918
Sweet but Psycho - Majestic Remix,0.831,0.59,0.796,133.007,-10.814,0.0115,1.5e-05,0.0579,0.075
Addicted To Love,0.548,0.716,0.356,110.085,-5.756,0.0767,1.66e-06,0.0873,0.0706
Batman,0.676,0.585,0.253,139.939,-7.161,0.255,1.4e-06,0.118,0.101
Sex Education,0.427,0.886,0.332,93.429,-11.039,0.883,0.0,0.751,0.93
Trumpets,0.635,0.691,0.638,82.142,-4.862,0.555,0.0,0.097,0.258
Fortune Red (Pirate Arcade),0.765,0.139,0.645,119.759,-16.63,0.895,0.00194,0.103,0.0687
Where the Hell Is Mikle Sinkovich?,0.381,0.91,0.81,138.532,-1.522,0.00995,5.23e-05,0.192,0.157
There's Nothing Holdin' Me Back - NOTD Remix,0.737,0.665,0.718,122.061,-4.663,0.0618,0.0,0.0892,0.0487
Lulu's Back In Town,0.403,0.378,0.696,167.095,-10.931,0.758,0.0,0.107,0.0424
Breathing Bullets - US Radio Mix,0.628,0.662,0.739,123.024,-6.579,0.127,0.00956,0.0722,0.0338
Make Me... (feat. G-Eazy),0.701,0.7,0.592,122.984,-6.672,0.146,0.0,0.206,0.0925
(This Is Our) House,0.521,0.984,0.465,132.039,-4.957,6.68e-05,0.018,0.333,0.0817
Whoever Broke Your Heart,0.479,0.745,0.646,155.904,-5.207,0.036,0.0,0.229,0.038
Man with a Harmonica,0.101,0.362,0.0387,66.78,-8.879,0.754,0.44,0.0907,0.0388
Punchinello,0.953,0.266,0.975,119.839,-11.763,0.742,0.00042,0.0898,0.38
Passenger,0.345,0.797,0.223,117.987,-6.152,0.00188,0.0668,0.145,0.0551
Are You In Love?,0.557,0.278,0.335,147.681,-12.353,0.723,2.24e-05,0.0755,0.0427
September Morning,0.614,0.54,0.432,135.965,-8.254,0.111,0.174,0.293,0.0304
Crackalacka,0.247,0.991,0.387,117.331,-5.016,1.95e-05,0.0307,0.331,0.149
Paralyzer,0.645,0.941,0.881,106.015,-3.425,0.169,0.0,0.251,0.0448
Too Fast,0.631,0.944,0.795,105.072,-3.769,0.0215,1.2e-05,0.238,0.0653
Half a Dozen Stubbies in the Fridge,0.569,0.419,0.856,115.175,-13.124,0.579,1.03e-06,0.0802,0.0465
"Violin Romance No. 1 in G Major, Op. 40 - Live",0.317,0.0557,0.145,114.838,-20.168,0.954,0.592,0.14,0.0445
Take Off Your Shoes,0.611,0.264,0.42,181.58,-16.016,0.285,0.000273,0.0741,0.0433
Who You Are,0.534,0.667,0.215,136.043,-3.91,0.0233,7.3e-06,0.261,0.0336
No Hope,0.539,0.948,0.933,112.831,-4.388,0.12,9.21e-05,0.119,0.0805
All I Wanna Do,0.84,0.439,0.706,98.083,-12.436,0.525,0.182,0.112,0.121
Reforget,0.44,0.469,0.225,169.755,-8.338,0.449,0.0,0.169,0.112
Self Destruction,0.967,0.59,0.797,120.028,-6.046,0.105,0.0,0.1,0.0874
Woody's A Star,0.389,0.154,0.0446,104.078,-14.076,0.953,0.885,0.111,0.0335
Stand By Me (Acoustic Live),0.316,0.482,0.287,78.353,-7.923,0.605,4.96e-05,0.142,0.0476
He Won't Come Out - Extended,0.339,0.139,0.0386,79.747,-15.992,0.861,0.87,0.476,0.0436
I'll Be Satisfied,0.514,0.784,0.888,133.722,-5.958,0.582,0.0,0.183,0.0612
This Life Makes Me Wonder,0.65,0.79,0.837,86.846,-7.596,0.59,0.0467,0.214,0.0391
Dragon Tree,0.725,0.598,0.26,95.0,-7.874,0.00468,0.541,0.0651,0.047
I'll Tell You What To Eat,0.649,0.911,0.303,103.055,-6.203,0.783,0.0,0.586,0.94
Danzon No.2,0.292,0.26,0.187,97.189,-22.279,0.847,0.605,0.664,0.108
I Want It All,0.269,0.911,0.681,169.396,-4.503,0.0155,0.0179,0.0853,0.245
Copperhead Fight,0.461,0.848,0.424,51.138,-8.429,0.814,0.0,0.88,0.945
Love Theme from Twin Peaks - Instrumental,0.102,0.0693,0.035,67.034,-22.506,0.897,0.939,0.107,0.0506
"opal ocean, pt. 2",0.363,0.731,0.23,139.863,-11.23,0.0133,0.352,0.949,0.0443
Feel Alright,0.529,0.792,0.716,119.262,-5.482,0.000113,2.16e-05,0.232,0.0298
Amor Fati,0.505,0.861,0.504,100.959,-6.864,0.0762,0.0844,0.309,0.104
Guru Bramha,0.616,0.652,0.642,93.516,-11.909,0.23,0.119,0.0843,0.0349
You Found Me,0.338,0.803,0.4,151.994,-5.412,0.0187,0.0,0.136,0.0413
Hot Nigga,0.86,0.553,0.131,106.985,-9.096,0.0998,0.056,0.264,0.0665
Muerte En Hawaii,0.675,0.588,0.879,79.989,-7.168,0.789,0.0,0.95,0.177
"Lohengrin, WWV 75: Prelude To Act I - Live",0.066,0.0232,0.029,72.592,-29.646,0.817,0.891,0.117,0.0434
Bitter Sweet Symphony,0.356,0.917,0.518,171.176,-6.006,0.0335,0.0,0.406,0.0479
Details,0.54,0.743,0.312,156.079,-6.271,0.0487,6.61e-06,0.123,0.102
Redeemer (Live),0.442,0.478,0.222,97.326,-8.18,0.0171,0.0,0.388,0.0288
I Wanna Go,0.696,0.546,0.787,130.002,-6.55,0.00379,3.8e-06,0.332,0.0414
Haiku,0.0775,0.186,0.0501,80.634,-26.541,0.759,0.984,0.114,0.0532
Exits,0.483,0.858,0.712,188.055,-2.94,0.0559,0.00107,0.514,0.0346
Let's Go,0.551,0.945,0.296,125.982,-8.005,3.55e-05,0.0,0.469,0.0439
Lay Away Was It,0.546,0.939,0.0999,129.746,-9.436,0.866,0.0,0.865,0.936
The Big Olive,0.621,0.329,0.349,118.286,-15.816,0.833,0.817,0.0677,0.0345
Fluffhead,0.505,0.532,0.451,90.406,-13.65,0.147,0.0179,0.554,0.0586
All Around The World,0.459,0.925,0.354,150.632,-4.207,0.00652,0.0,0.0622,0.232
You're The One For Me,0.63,0.655,0.329,102.009,-6.708,0.0381,0.00606,0.168,0.0366
Leta’s Flashback,0.0973,0.00937,0.036,88.503,-28.953,0.952,0.628,0.072,0.0402
Racks In The Middle (feat. Roddy Ricch and Hit-Boy),0.671,0.833,0.702,79.351,-5.152,0.0825,0.0,0.0726,0.395
Whole Heart - Live,0.389,0.804,0.191,78.044,-3.796,0.0386,0.0,0.202,0.0354
"Preludes, Premier Livre: Triste et Lent (...Des Pas Sur la Neuge)",0.382,0.00108,0.167,65.411,-39.086,0.994,0.824,0.0869,0.0544
Black & White Life Styles,0.53,0.794,0.314,119.573,-12.322,0.807,3.24e-06,0.708,0.933
Welcome to the End of Your Life,0.322,0.696,0.345,142.085,-7.384,0.0378,0.0,0.093,0.0796
Carried Away - Remastered,0.616,0.367,0.366,116.526,-11.135,0.0997,0.177,0.246,0.0323
Buy The World,0.794,0.63,0.205,119.98,-6.109,0.0436,0.000614,0.229,0.103
Oceans (Where Feet May Fail),0.486,0.482,0.0526,129.942,-8.958,0.0121,0.0,0.0896,0.0336
The Recipe,0.907,0.379,0.435,119.996,-12.933,0.359,1.78e-06,0.0908,0.122
A Walking Embrace,0.27,0.0912,0.101,182.683,-23.893,0.972,0.936,0.39,0.0363
Readymade,0.524,0.945,0.8,149.819,-2.467,0.0135,0.00332,0.108,0.0797
Down Under,0.89,0.42,0.823,103.98,-10.752,0.401,1.11e-05,0.0387,0.0399
Silver Moon,0.397,0.269,0.0514,116.938,-13.249,0.89,0.34,0.111,0.0366
Try to Remember,0.238,0.244,0.323,84.642,-13.992,0.914,0.0968,0.122,0.0326
Russian And Atari,0.61,0.331,0.775,88.882,-14.385,0.893,0.0,0.875,0.93
Life,0.412,0.306,0.146,131.973,-12.76,0.619,0.184,0.129,0.0307
Such Small Scenes,0.598,0.841,0.367,116.077,-6.652,0.107,8.22e-05,0.154,0.0563
Me and You,0.593,0.331,0.262,143.423,-9.704,0.268,1.57e-05,0.297,0.0272
That's Youth,0.393,0.977,0.377,180.757,-4.69,0.0114,0.00104,0.0735,0.418
Found You,0.46,0.821,0.438,164.144,-5.333,0.0528,0.0,0.0818,0.0404
"Corinna - From ""The Natch'l Blues""",0.623,0.286,0.734,79.106,-13.288,0.486,4.44e-05,0.0884,0.0991
Hungry (feat. Rick Ross),0.688,0.698,0.16,116.545,-5.983,0.0261,4.31e-06,0.254,0.0687
HARD LOVE (feat. Lauren Daigle),0.449,0.832,0.392,83.937,-4.247,0.0604,0.0,0.264,0.0554
Shake Senora,0.685,0.944,0.543,128.013,-5.19,0.134,0.0,0.362,0.34
"L'enfance du Christ, Op. 25, H. 130, Pt. 3 ""L’arrivée à Saïs"": Depuis trois jours",0.199,0.0455,0.0952,84.278,-26.02,0.952,0.0116,0.188,0.0415
Sunrize,0.556,0.549,0.168,110.296,-5.746,0.0793,0.000406,0.225,0.0583
No es Macarena,0.863,0.658,0.475,102.029,-7.299,0.00187,0.0,0.0676,0.159
Dollar Bill,0.609,0.546,0.777,136.733,-9.994,0.121,6.41e-05,0.0212,0.286
Crazy,0.683,0.664,0.446,116.141,-4.422,0.092,0.0,0.595,0.0264
The Outsider,0.328,0.842,0.422,113.329,-6.644,0.000111,0.803,0.0496,0.0882
Hillbilly Rock,0.784,0.599,0.906,141.401,-14.624,0.241,0.0,0.106,0.0362
The Waste Of Suns,0.392,0.727,0.347,170.146,-7.488,0.313,0.923,0.123,0.0545
Meat Grinder,0.571,0.717,0.879,87.538,-8.333,0.359,3.12e-06,0.798,0.337
Le Petit indien,0.65,0.216,0.49,105.488,-15.137,0.891,0.0,0.104,0.0332
Main Titles,0.105,0.47,0.0798,169.856,-12.121,0.519,0.705,0.124,0.0482
Femme Fatale,0.545,0.137,0.15,103.328,-15.593,0.921,0.0,0.102,0.0323
Kurupt,0.834,0.896,0.735,122.998,-5.303,0.0436,0.552,0.356,0.115
Ex-Leper - Life Of Brian / Soundtrack Version,0.72,0.513,0.749,125.564,-13.465,0.99,0.000634,0.312,0.931
Some Nights (Extended),0.691,0.423,0.319,82.058,-7.566,0.481,0.000821,0.188,0.167
London,0.569,0.508,0.356,148.1,-6.399,0.838,1.43e-05,0.089,0.032
Newsreel - Soundtrack Version,0.541,0.105,0.631,181.643,-24.243,0.89,0.947,0.193,0.161
Hoodie,0.688,0.699,0.385,94.935,-5.0,0.0126,6.16e-06,0.391,0.0445
Wishes,0.313,0.77,0.19,74.749,-7.265,0.128,0.0787,0.0873,0.0335
Remember (with ZOHARA) - Madison Mars Remix,0.621,0.948,0.366,125.014,-1.638,0.293,9.68e-05,0.423,0.0653
Interstate Love Song,0.214,0.947,0.483,170.616,-5.053,0.000552,0.00352,0.238,0.0507
Love in the Dark,0.333,0.341,0.142,109.812,-6.025,0.536,0.0,0.109,0.0304
Come With Me,0.823,0.388,0.512,75.524,-7.034,0.432,0.195,0.106,0.08
Yah Mean,0.776,0.73,0.74,162.984,-6.324,0.0639,0.0,0.113,0.328
Gone Away,0.39,0.335,0.295,77.975,-12.717,0.669,0.0,0.0958,0.141
Full Clip,0.877,0.74,0.754,95.224,-5.885,0.0253,2.77e-06,0.286,0.271
String Quartet In E Minor: 1. Allegro,0.379,0.0889,0.139,125.629,-21.156,0.954,0.128,0.0825,0.0468
Don't Let Him Go - 2011 Remaster,0.497,0.961,0.675,105.593,-5.774,0.246,0.00125,0.129,0.0691
Just Say When (Version 2.0),0.456,0.579,0.164,147.28,-5.665,0.0898,2.48e-06,0.0992,0.0311
うまくいかない,0.592,0.377,0.415,171.952,-21.153,0.484,0.913,0.111,0.0505
Easy To Be Hard - Single Version,0.319,0.52,0.205,89.438,-9.303,0.267,0.00158,0.0979,0.0387
Waiting,0.377,0.0807,0.311,59.847,-16.525,0.91,5.59e-06,0.101,0.0401
Miracle D'Hwange - Original,0.648,0.684,0.161,118.03,-8.772,0.0063,0.291,0.109,0.0408
To Leave Something Behind,0.435,0.336,0.25,148.993,-7.264,0.766,7.59e-05,0.101,0.0711
Salted Caramel Ice Cream,0.893,0.523,0.883,125.027,-6.751,0.00711,0.0937,0.0876,0.0639
Suicide Blonde,0.644,0.97,0.634,120.328,-3.166,0.00274,0.000234,0.295,0.111
My Trigger,0.553,0.843,0.63,99.194,-3.365,0.137,2.25e-06,0.14,0.0627
Give It Back,0.418,0.877,0.845,115.986,-5.982,0.00094,1.75e-05,0.0743,0.0418
"Conan, l'aventurier - Générique",0.64,0.931,0.826,141.494,-9.758,0.14,0.0,0.169,0.0434
Mind,0.524,0.858,0.344,150.032,-3.446,0.000161,0.154,0.0223,0.062
Give It All To Me,0.407,0.708,0.43,62.907,-5.565,0.0148,0.0,0.125,0.438
Being In Love,0.62,0.84,0.417,118.736,-8.17,0.779,0.0,0.673,0.865
Cats and Dogs,0.669,0.444,0.771,179.932,-8.652,0.522,1.28e-06,0.165,0.0584
H.D.L.,0.599,0.753,0.297,120.04,-5.542,0.104,0.0,0.515,0.0442
Beer,0.527,0.802,0.69,151.948,-4.583,0.0518,0.0,0.211,0.035
I Got My Mojo Working,0.636,0.84,0.887,141.878,-8.965,0.816,0.00286,0.425,0.0415
Cotton Eye Joe,0.738,0.937,0.614,131.994,-7.788,0.0124,0.00206,0.0338,0.0668
Parsifal / Act 1: Verwandlungsmusik,0.0968,0.234,0.0413,88.782,-17.491,0.885,0.906,0.678,0.0323
Higher,0.639,0.862,0.596,117.011,-3.292,0.049,6.81e-06,0.264,0.0341
"Cello Sonata in G Minor, Op. 19: III. Andante",0.176,0.015,0.0393,90.11,-26.949,0.987,0.86,0.0635,0.0373
Puddles,0.584,0.345,0.398,134.551,-9.608,0.409,0.0,0.0721,0.0453
Suite From The Devil Wears Prada,0.223,0.619,0.0599,168.152,-9.686,0.0106,0.885,0.105,0.0417
Neurotransmitter,0.469,0.684,0.0675,90.016,-11.966,0.239,0.982,0.568,0.0386
Una Na,0.499,0.758,0.43,125.218,-5.689,0.019,7.78e-06,0.228,0.16
I Wish,0.626,0.865,0.321,124.031,-3.136,0.00754,0.0,0.115,0.0338
Under,0.752,0.533,0.461,114.984,-8.986,0.151,5.05e-05,0.114,0.0348
"Richard Allen George...No, It's Just Cheez",0.376,0.903,0.582,96.752,-5.724,0.13,0.0,0.816,0.276
White Light,0.345,0.892,0.588,178.021,-2.443,0.247,0.0011,0.381,0.0916
"5 Gedichte, WWV 91: V. Träume",0.162,0.103,0.0352,173.967,-18.428,0.964,0.0818,0.0905,0.0444
Run for Your Money - Audiotree Live Version,0.464,0.82,0.349,83.041,-6.005,0.00669,1.87e-06,0.536,0.0701
Dobby,0.275,0.056,0.124,131.825,-29.17,0.945,0.915,0.13,0.0416
What Love Has Joined Together - Single Version,0.556,0.482,0.772,95.808,-10.235,0.906,0.0,0.627,0.0273
L.A. Baby (Where Dreams Are Made Of),0.363,0.897,0.367,144.868,-4.069,0.0073,0.0,0.35,0.0666
Don't Know,0.829,0.589,0.367,137.042,-3.718,0.183,0.0,0.134,0.344
Background Noise,0.346,0.0202,0.0399,70.96,-32.045,0.98,0.958,0.106,0.0316
Mandinga - Live,0.549,0.883,0.544,80.855,-7.886,0.71,0.881,0.916,0.101
Me!,0.742,0.308,0.602,75.004,-9.817,0.71,0.191,0.108,0.0486
"Lord, I Need You - Live",0.18,0.432,0.159,68.329,-8.922,0.545,0.0,0.965,0.0387
Jump Into Love,0.479,0.839,0.833,179.329,-9.314,0.174,1.58e-05,0.171,0.185
"Pièces froides: II. Airs à faire fuir, Modestement",0.493,0.00885,0.201,73.332,-34.261,0.995,0.856,0.0875,0.0795
Feeling Good,0.555,0.249,0.546,79.649,-18.847,0.839,0.839,0.117,0.0461
Fuck You and All Your Friends,0.34,0.985,0.254,172.026,-2.505,0.000198,2.76e-06,0.39,0.236
Relationship (feat. Future),0.842,0.597,0.298,145.992,-6.336,0.00252,0.0,0.124,0.0627
I'll Be Loving You,0.776,0.748,0.957,115.021,-6.146,0.208,0.0,0.0885,0.0293
Tommorrow,0.543,0.181,0.154,75.048,-12.539,0.945,0.0124,0.174,0.0317
Boofiness,0.562,0.459,0.468,120.072,-7.014,0.599,0.0,0.0716,0.0761
Anchor,0.457,0.408,0.128,117.052,-11.474,0.803,0.884,0.126,0.0307
"Suite No. 5 in C Minor, BWV 1011: III.Courante",0.328,0.109,0.701,82.287,-19.006,0.971,0.839,0.173,0.0634
"Living in Pain (feat. 2Pac, Mary J. Blige and Nas)",0.576,0.801,0.482,176.482,-5.365,0.0625,0.0,0.0997,0.316
Lay It Down,0.524,0.793,0.551,156.052,-5.051,0.0208,0.0,0.0825,0.0629
Visceral,0.633,0.819,0.524,120.031,-4.369,0.387,0.0103,0.229,0.0468
Don't Get Around Much Anymore,0.6,0.278,0.671,95.532,-10.712,0.819,4.55e-05,0.415,0.0431
Nimble Bastard,0.495,0.931,0.636,180.024,-3.5,0.000129,0.0,0.362,0.0541
Don’t Threaten Me With A Good Time,0.656,0.81,0.731,100.968,-4.66,0.000654,0.0,0.0496,0.0376
Wild Music,0.497,0.574,0.567,131.794,-12.853,0.859,0.824,0.181,0.0427
Pachuco - En Vivo en el Foro Sol - 17.11.17,0.377,0.94,0.178,101.788,-5.803,0.00758,0.000547,0.137,0.0798
I'm Learning to Speak French in Dancing School (Instrumental),0.729,0.239,0.789,129.318,-16.095,0.808,0.244,0.0818,0.0938
Momma,0.615,0.743,0.515,111.914,-4.58,0.254,0.0,0.665,0.325
Brooklyn Bound,0.421,0.712,0.93,106.522,-3.125,0.0325,0.678,0.0631,0.0647
Vivo La Vida,0.848,0.923,0.941,118.045,-3.23,0.236,0.0,0.0731,0.0562
Pigs on the Wing 2,0.596,0.17,0.486,128.585,-19.58,0.256,4.39e-05,0.0772,0.043
Weekend Wars,0.549,0.859,0.69,77.013,-3.993,0.0964,2.36e-05,0.322,0.0361
Circles,0.647,0.542,0.677,81.724,-6.568,0.43,1.02e-06,0.112,0.15
Rola Cola - Remix,0.876,0.614,0.691,130.011,-6.71,0.186,1.27e-06,0.58,0.196
"Gianni Schicchi: ""Quale aspetto sgomento e desolato!""",0.391,0.216,0.247,137.86,-16.714,0.984,0.000269,0.0879,0.0714
The Altar And The Door,0.6,0.661,0.301,119.024,-6.083,0.115,1.66e-06,0.0616,0.0299
State of Mind,0.44,0.974,0.51,179.249,-4.927,0.051,0.068,0.283,0.12
Little Ducks,0.808,0.217,0.806,131.235,-8.772,0.985,0.00364,0.114,0.053
Gone (Radio Edit),0.48,0.668,0.124,102.014,-6.82,0.000173,0.000718,0.297,0.0329
"Flotow: Martha, Act 3: ""Ach so fromm"" (Lionel)",0.206,0.195,0.101,86.453,-14.574,0.982,0.000184,0.12,0.0383
G.O.M.D. - Live,0.704,0.762,0.234,132.205,-8.582,0.0507,0.0,0.893,0.305
Final Feliz,0.402,0.705,0.509,105.055,-5.836,0.367,0.0,0.272,0.0344
Magical House Cleaning / Blue or Pink - Score,0.486,0.284,0.433,121.949,-14.751,0.943,0.745,0.197,0.0457
Tank Girls feat. Zitaa - Razihel Remix,0.699,0.862,0.446,145.013,-3.628,0.00114,0.221,0.387,0.0522
Can’t Live Without,0.627,0.56,0.493,97.967,-5.378,0.455,0.0,0.126,0.0667
Institution,0.672,0.457,0.596,86.717,-10.647,0.492,0.0,0.184,0.205
Julito Maraña (feat. Tego Calderon),0.709,0.832,0.823,89.85,-6.848,0.123,1.33e-05,0.373,0.234
Morning,0.524,0.0146,0.175,86.344,-20.153,0.992,0.824,0.071,0.0629
Wicked Ways,0.714,0.787,0.131,138.017,-6.769,0.0497,0.0,0.58,0.401
Magnetic,0.555,0.537,0.231,131.926,-6.585,0.079,0.0,0.0379,0.0273
La chanson de Candy - Générique,0.594,0.39,0.709,85.169,-15.717,0.627,0.000335,0.215,0.0319
I A Rebel Soul,0.781,0.305,0.908,133.442,-17.171,0.293,0.231,0.0793,0.349
I Must Be High,0.812,0.625,0.301,81.018,-5.543,0.0385,0.0,0.0714,0.133
"If You Were There, Beware",0.232,0.8,0.224,201.1,-6.853,0.00082,0.0244,0.128,0.0536
Edition,0.86,0.332,0.26,140.949,-10.263,0.807,0.0,0.106,0.22
Nabucco: Gli arredi festivi (Live),0.137,0.107,0.0901,75.659,-20.203,0.977,0.51,0.0865,0.034
Country Girl (Shake It For Me),0.645,0.904,0.671,105.97,-4.532,0.0293,0.0,0.0834,0.0462
2002 - KREAM Remix,0.756,0.887,0.246,122.958,-4.131,0.00104,0.0126,0.118,0.13
千と千尋の神隠し組曲(I. あの夏へ),0.273,0.207,0.0386,81.889,-11.095,0.981,0.836,0.137,0.0343
Fireflies,0.591,0.649,0.489,90.002,-6.72,0.0294,0.0,0.133,0.0417
Let Your Light Twinkle,0.644,0.721,0.642,75.001,-6.575,0.0798,0.0,0.0968,0.0289
Tomorrow,0.654,0.567,0.663,122.495,-12.38,0.135,0.966,0.101,0.0331
Data Entry,0.728,0.336,0.434,78.909,-11.41,0.0315,0.879,0.124,0.189
Bring It On Home To Me,0.482,0.569,0.609,70.843,-5.897,0.617,0.0,0.155,0.0328
Mr. Doctor Man,0.376,0.939,0.529,167.904,-2.094,4.65e-05,0.00023,0.109,0.0781
Rose Rouge,0.621,0.807,0.557,118.028,-8.963,0.07,0.169,0.0737,0.0363
Shake It Off,0.399,0.371,0.148,79.824,-10.778,0.195,0.0,0.14,0.334
Call of the Crystal,0.0875,0.171,0.0299,84.989,-15.995,0.809,0.931,0.224,0.0362
Forever Yours,0.317,0.124,0.157,82.575,-16.225,0.866,1.01e-05,0.19,0.0346
Down,0.446,0.291,0.125,149.94,-16.839,0.976,0.96,0.0672,0.0346
HELP,0.553,0.858,0.748,134.031,-4.124,1.42e-05,0.000119,0.113,0.0279
Genius And The Thieves,0.444,0.37,0.0682,97.166,-10.865,0.984,0.908,0.118,0.035
Mr. Tillman,0.473,0.609,0.523,179.524,-6.87,0.223,0.0,0.221,0.027
If You're Happy and You Know It,0.601,0.208,0.637,111.941,-12.202,0.16,0.0,0.241,0.0512
With Me,0.771,0.466,0.245,110.011,-8.651,0.0314,0.000761,0.31,0.0308
Warm Water - Snakehips Remix,0.511,0.678,0.405,212.137,-6.858,0.241,0.0,0.0948,0.869
Eh Oh Eh Oh - Amended Version,0.805,0.786,0.778,94.983,-7.427,0.0695,0.00279,0.346,0.0711
This Is Your World,0.797,0.362,0.339,99.035,-8.796,0.583,0.623,0.117,0.363
A Shogun Named Marcus,0.405,0.989,0.442,101.09,-7.171,0.000956,0.0992,0.278,0.0492
Pagliacci / Act 1: Intermezzo,0.0724,0.0698,0.034,77.272,-23.146,0.874,0.797,0.139,0.0443
Recoiled,0.414,0.928,0.101,136.865,-4.858,0.0452,0.00787,0.228,0.343
Farewell,0.167,0.0979,0.0637,112.175,-17.254,0.886,0.895,0.0927,0.038
Jesus Christ Pose,0.311,0.959,0.324,134.425,-5.939,7.34e-06,0.668,0.287,0.106
What You Say Vs. What You Think,0.605,0.391,0.576,134.916,-22.173,0.903,0.0,0.614,0.945
Take It on the Run,0.474,0.857,0.366,105.18,-6.143,0.00397,1.27e-05,0.134,0.0699
Modern Art,0.408,0.982,0.797,179.076,-4.252,0.0569,0.0,0.301,0.0596
Saw Red,0.656,0.446,0.31,120.99,-9.271,0.557,0.0,0.12,0.0348
Breathing Underwater,0.511,0.391,0.58,112.196,-10.85,0.487,0.0,0.112,0.0443
Alone (feat. Tru),0.607,0.681,0.477,172.147,-3.017,0.427,0.0,0.0546,0.056
Strange Clouds,0.677,0.714,0.845,147.911,-4.982,0.0614,0.0,0.122,0.221
Genetic World,0.794,0.666,0.265,114.01,-9.137,0.0548,0.509,0.208,0.0503
Show Me The Way - Live,0.56,0.947,0.499,132.419,-4.221,0.0276,0.0,0.939,0.0446
Sleeping In - Remastered,0.696,0.675,0.538,129.01,-5.632,0.246,0.00103,0.141,0.0384
Rubber Ball,0.431,0.278,0.0568,82.053,-15.634,0.802,1.53e-05,0.0752,0.0292
All You Wanted,0.499,0.72,0.652,96.103,-9.101,0.00466,0.00303,0.122,0.0286
I'm With You - Single Edit,0.584,0.677,0.113,119.006,-4.336,0.0786,0.0,0.105,0.0297
Haterlovin,0.502,0.994,0.632,132.813,-4.043,0.181,1.24e-05,0.2,0.166
A Night to Remember - Original Version,0.798,0.904,0.966,135.008,-3.316,0.0747,6.62e-06,0.0522,0.0476
Know Myself,0.776,0.5,0.544,100.055,-7.451,0.474,0.000931,0.169,0.0579
Question!,0.207,0.972,0.364,180.798,-3.21,0.00083,0.0158,0.318,0.186
Mo Paper,0.848,0.731,0.701,164.974,-6.332,0.0432,0.0,0.1,0.444
Main Chick,0.73,0.665,0.497,83.951,-4.897,0.227,0.0,0.089,0.0862
Something New,0.904,0.434,0.473,120.036,-7.807,0.0276,5.99e-05,0.0816,0.0638
45,0.446,0.657,0.215,152.132,-4.494,0.0022,0.0,0.189,0.0262
Born Again,0.629,0.785,0.607,97.435,-4.598,0.253,0.0,0.0943,0.0274
Moments,0.48,0.643,0.237,117.443,-7.62,0.373,1.16e-05,0.179,0.217
Perfect Storm,0.53,0.753,0.38,123.979,-5.551,0.365,4.19e-05,0.269,0.0346
