track_name,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness
Way We Roll,0.666,0.748,0.706,131.08,-3.788,0.253,5.26e-05,0.0304,0.275
I Ain't Got Time!,0.549,0.725,0.547,108.822,-7.239,0.0539,3.52e-05,0.148,0.397
Better With The Lights Off (feat. Chris Brown),0.573,0.848,0.561,112.084,-2.742,0.0521,0.0,0.25,0.057
Amazed,0.557,0.553,0.253,139.821,-7.954,0.247,0.0,0.125,0.0319
Post Op - Hospitals,0.575,0.875,0.312,65.311,-11.027,0.735,0.0,0.783,0.943
Change Your Mind,0.308,0.255,0.0674,85.356,-14.459,0.735,0.00928,0.169,0.0579
Jonathan,0.579,0.276,0.467,136.621,-14.235,0.864,0.00189,0.12,0.0405
Days - Golden Coast Version,0.579,0.795,0.874,125.919,-6.053,0.00675,1.34e-06,0.13,0.0421
Y No Hago Mas Na',0.812,0.679,0.852,90.474,-6.008,0.68,0.00283,0.314,0.0559
The Dirt (Est. 1981) [feat. Machine Gun Kelly],0.432,0.828,0.367,166.035,-5.769,0.000104,0.000215,0.101,0.0669
Colic,0.595,0.614,0.612,93.553,-12.543,0.838,0.0,0.831,0.956
Quizas,0.711,0.734,0.938,172.874,-6.161,0.562,0.0,0.064,0.0457
Bang Bang,0.622,0.922,0.791,179.968,-2.154,0.027,1.52e-06,0.0123,0.174
Sunset (Bird Of Prey),0.563,0.893,0.143,125.745,-7.525,0.226,0.268,0.371,0.0604
Tere Bin Nahin Lagda - Remix,0.506,0.91,0.0901,126.629,-6.903,0.0602,0.000114,0.129,0.0653
Train Down the Line,0.473,0.51,0.712,86.827,-10.158,0.842,4.41e-05,0.207,0.0334
"A Visitor / Caught In A Trap / Lucifer / Feed The Chickens / Breakfast Is Served / Time On Our Hands - From ""Cinderella""/ Score Version",0.514,0.21,0.249,90.35,-11.95,0.952,0.0486,0.098,0.0566
未来へのスパイラル,0.443,0.882,0.737,170.186,-2.21,0.014,0.0,0.135,0.0482
Love Like Revenge,0.631,0.837,0.496,109.987,-5.954,0.00694,0.0252,0.358,0.0374
whatever it takes,0.711,0.545,0.345,108.02,-6.81,0.404,0.0,0.122,0.0322
The Plateaux Of Mirror - 2004 Digital Remaster,0.234,0.0138,0.0344,91.085,-30.699,0.988,0.83,0.106,0.0487
ça Me Fait Du Bien,0.51,0.402,0.392,139.997,-8.697,0.67,1.94e-06,0.356,0.0286
Falling Alone,0.567,0.802,0.139,120.018,-4.715,0.00229,7.11e-06,0.105,0.0409
Submission (feat. Danny Brown & Kelela),0.677,0.83,0.612,137.997,-3.96,0.00697,0.0,0.134,0.0489
Blessings,0.53,0.507,0.572,79.285,-6.766,0.798,3.99e-06,0.142,0.102
Atlantis of the Sands,0.414,0.472,0.0667,140.981,-11.089,0.205,0.768,0.213,0.0373
First,0.579,0.5,0.333,143.851,-10.596,0.0271,3.85e-05,0.104,0.262
Orange,0.493,0.723,0.618,139.97,-5.013,0.00246,2.55e-05,0.0635,0.0376
"Giving up, Giving In",0.363,0.945,0.299,99.347,-2.993,0.000289,0.000877,0.166,0.135
No One's Gonna Love You (Stockholm Version),0.599,0.198,0.214,141.987,-8.557,0.953,0.000127,0.0994,0.0581
A LinkedIn Profile,0.612,0.656,0.388,120.163,-9.38,0.903,0.0,0.629,0.922
Poor Fool,0.766,0.615,0.167,129.973,-4.227,0.0225,0.0601,0.167,0.0492
Brian Song - Pt. 2,0.484,0.73,0.312,106.826,-4.171,0.418,2.63e-06,0.638,0.0415
Oakland Blackouts,0.817,0.932,0.69,85.051,-4.053,0.312,0.0106,0.284,0.248
Kemosabe,0.674,0.823,0.397,150.093,-4.937,0.0212,0.0954,0.115,0.0781
Fall On Me - English Version,0.361,0.155,0.219,84.292,-11.435,0.677,0.0,0.11,0.0341
Lightning,0.424,0.968,0.758,195.092,-2.815,0.000106,2.02e-05,0.0685,0.0929
Wish I Didn't Know Now,0.771,0.797,0.807,116.948,-5.734,0.369,4.02e-06,0.306,0.0357
Felices,0.719,0.692,0.868,177.987,-6.738,0.0658,0.0,0.305,0.139
"Concerto for Violin & Oboe in C Minor, BWV 1060R: I. Allegro",0.417,0.241,0.593,98.371,-17.499,0.913,0.286,0.0705,0.0409
She's Not Me,0.453,0.771,0.794,93.193,-6.341,0.00487,0.00188,0.271,0.0273
Greatest Love,0.687,0.723,0.58,119.991,-5.126,0.183,0.0,0.0996,0.0902
Magdalena Remix,0.739,0.897,0.662,98.001,-5.783,0.0292,0.0,0.155,0.0931
It Was A Sin,0.429,0.597,0.131,155.828,-6.957,0.367,0.000129,0.138,0.0367
Lux Aurumque,0.0783,0.0262,0.0241,71.984,-28.431,0.986,0.964,0.11,0.0489
Blame It On Bad Luck,0.397,0.703,0.417,84.264,-6.244,0.000981,0.0,0.124,0.0519
Jobless Monday,0.433,0.442,0.203,100.019,-11.217,0.00106,0.0136,0.123,0.03
Soubour,0.619,0.875,0.903,101.891,-5.957,0.0154,0.378,0.345,0.0257
Lands Of Canada,0.579,0.763,0.725,88.04,-7.864,0.0896,0.0,0.162,0.033
Think Twice,0.551,0.828,0.802,108.07,-9.371,0.209,0.0363,0.0764,0.0353
Lighters In the Air,0.598,0.751,0.537,124.127,-4.531,0.0391,1.01e-06,0.102,0.0297
The Ballad Of Davy Crockett,0.576,0.48,0.743,75.416,-8.695,0.864,0.0,0.329,0.0481
Speculate,0.593,0.25,0.449,119.893,-10.152,0.701,1.23e-06,0.421,0.0349
LOVEHAPPY,0.65,0.906,0.579,81.994,-5.284,0.0113,0.0,0.166,0.229
Haunts,0.772,0.676,0.0747,122.001,-10.646,0.308,0.895,0.1,0.101
That Guy From That Thing,0.423,0.729,0.337,80.144,-13.804,0.852,0.0,0.968,0.954
Confessin a Feeling - Live,0.397,0.427,0.324,165.688,-11.374,0.583,0.000423,0.962,0.0436
Happy,0.289,0.35,0.0885,79.625,-10.856,0.872,0.0,0.0826,0.0367
"Divertimento No. 10 in F Major, K. 247: IV. Adagio",0.18,0.0409,0.0504,77.957,-27.699,0.748,0.196,0.0671,0.0591
Children's Story,0.917,0.384,0.752,102.65,-14.559,0.11,0.0,0.152,0.128
Waitin en Vano,0.776,0.347,0.777,79.033,-12.359,0.152,0.0,0.0483,0.172
Lover Boy,0.798,0.556,0.627,109.994,-8.597,0.527,0.000353,0.0959,0.0303
Burning in the Skies,0.607,0.891,0.462,120.012,-4.56,0.0417,0.00521,0.314,0.0387
Freakytona (feat. Plan B),0.939,0.738,0.876,120.075,-8.664,0.417,0.0,0.344,0.2
Sun's Out,0.482,0.868,0.416,130.047,-6.105,0.00161,0.461,0.224,0.0398
18 Wheeler (feat. Pusha T),0.512,0.733,0.739,75.356,-7.8,0.00203,0.000253,0.349,0.244
"Never Thought (Quickly, Quickly Remix)",0.637,0.449,0.267,84.067,-10.551,0.747,0.00219,0.112,0.418
Church - Naderi Remix,0.544,0.734,0.267,94.004,-7.235,0.0576,0.000112,0.111,0.0433
The Dolphin's Cry,0.342,0.797,0.372,149.773,-5.948,0.000427,1.37e-05,0.161,0.0407
Let the Peace of God Reign,0.381,0.469,0.197,67.304,-10.963,0.445,0.0,0.971,0.0368
Aftershock,0.732,0.73,0.426,90.069,-6.61,0.423,0.0,0.11,0.21
The Watchtower,0.302,0.0291,0.0363,140.925,-25.437,0.947,0.963,0.0701,0.0469
"Bach, JS: Goldberg-Variationen, BWV 988: I. Aria",0.241,0.019,0.175,67.054,-30.206,0.995,0.937,0.111,0.0475
"Die Zauberflöte, K. 620, Act I: Herr, ich bin zwar Verbrecherin (Live)",0.252,0.212,0.213,74.093,-18.702,0.865,4.24e-06,0.523,0.103
Shave Up or Ship Out,0.659,0.853,0.536,114.45,-7.88,0.935,0.0,0.647,0.781
Mad World,0.301,0.932,0.373,136.057,-6.21,1.93e-05,0.405,0.33,0.141
Ain't No Love In the Heart of the City,0.49,0.71,0.667,159.858,-7.025,0.248,0.0193,0.13,0.0557
"On the Beautiful Blue Danube, Op. 314",0.311,0.184,0.26,96.141,-14.405,0.974,0.79,0.0669,0.0307
The First Shall Be Last,0.436,0.958,0.372,173.559,-4.977,0.817,0.0,0.971,0.886
Same Old Song (S.O.S. Part 1),0.416,0.523,0.0719,119.307,-6.644,0.764,0.102,0.368,0.036
FUCKALLOFYOU2K18,0.778,0.745,0.378,76.977,-6.835,0.00325,4.31e-06,0.621,0.265
The Charlatan Suite (Arr. K. Brion for Wind Band): IV. Mazurka,0.431,0.0283,0.497,137.673,-22.069,0.988,0.551,0.0773,0.0452
You’re Gonna Miss Me When I’m Gone - Live,0.513,0.881,0.737,110.215,-6.142,0.0114,0.0229,0.967,0.0618
Where'd All the Time Go?,0.454,0.82,0.575,166.303,-4.193,0.132,0.000969,0.115,0.0567
Into the Cave,0.0733,0.14,0.0315,79.696,-20.548,0.889,0.924,0.0928,0.0429
Wild Wild Life - Remastered,0.647,0.889,0.952,137.41,-4.869,0.0186,0.0,0.375,0.0302
Angels - Acoustic,0.346,0.469,0.323,82.591,-6.843,0.54,0.0,0.18,0.0479
Magnets,0.704,0.628,0.654,92.005,-7.882,0.0626,1.49e-06,0.103,0.162
"Net, Ne Tak Pylko Ya Lyublyu",0.248,0.17,0.12,80.296,-17.511,0.975,0.00206,0.0787,0.0427
Emotion,0.412,0.577,0.345,173.675,-4.944,0.163,0.0,0.0969,0.119
We Used to Wait,0.573,0.642,0.49,120.753,-7.239,0.0734,0.0232,0.105,0.0279
Sum More,0.773,0.375,0.21,146.998,-9.539,0.0272,0.0,0.0821,0.325
Hold on to Me,0.326,0.395,0.393,94.664,-6.399,0.835,0.000113,0.0903,0.0342
"Falstaff, Act III Scene 2: ""Alto la!""",0.486,0.316,0.612,120.606,-20.703,0.971,0.0881,0.567,0.105
Where Is Love? (Oliver!) [feat. Billy Porter],0.254,0.446,0.0493,116.238,-8.18,0.778,2.2e-06,0.172,0.0303
Love Ballad,0.604,0.386,0.38,77.927,-14.724,0.404,0.000491,0.0899,0.0407
It Ain't Necessarily So,0.478,0.238,0.178,126.188,-17.115,0.946,0.904,0.0978,0.0318
Spotlight,0.707,0.724,0.659,108.984,-3.887,0.0448,0.0,0.072,0.051
One One 4,0.713,0.633,0.809,92.983,-9.275,0.204,0.015,0.0855,0.0316
Holding Hands (feat. Elohim),0.67,0.451,0.398,155.98,-9.59,0.452,3.04e-05,0.119,0.113
Largo [Harpsichord Concerto No. 5 in F minor BWV 1056],0.497,0.0173,0.259,112.632,-19.526,0.975,0.000359,0.0846,0.0394
"Requiem in D Minor, K. 626: IIIf. Sequence No. 6, Lacrimosa dies illa (Live)",0.288,0.144,0.0682,55.322,-20.483,0.993,0.795,0.164,0.0388
In Love Again,0.545,0.684,0.177,125.943,-8.522,0.00538,0.0366,0.67,0.0521
Telecastic fake show,0.224,0.969,0.315,98.698,-3.248,8.46e-05,0.501,0.334,0.0686
Grace Like a Wave,0.535,0.808,0.211,136.95,-5.636,0.0212,0.000262,0.73,0.0377
Bubbles,0.748,0.529,0.448,75.973,-8.885,0.328,0.0,0.131,0.055
Miracle Mile,0.348,0.869,0.3,142.927,-3.116,0.00986,0.543,0.414,0.0725
Take Off,0.736,0.853,0.343,149.909,-3.253,0.0221,6.87e-05,0.0986,0.137
Sun Was High (So Was I),0.505,0.882,0.37,112.983,-6.051,0.0123,0.462,0.255,0.0405
Range Life (Remastered),0.548,0.802,0.705,112.835,-7.092,0.05,1.76e-05,0.189,0.0292
Every Single Hair On Her Body,0.401,0.756,0.0616,61.49,-19.794,0.774,0.0,0.71,0.939
Don't Blink,0.604,0.605,0.647,147.925,-8.516,0.115,1.22e-05,0.305,0.0352
My Heart Draws a Dream,0.445,0.805,0.299,131.876,-4.094,0.000681,0.0,0.112,0.0331
Trojans,0.721,0.822,0.536,140.002,-4.843,0.0113,7.01e-05,0.0898,0.0391
La Positive Attitude - Live,0.486,0.974,0.419,138.012,-5.465,0.0568,0.0,0.753,0.0674
"Nulla in mundo pax, RV 630: 1. Nulla in mundo pax sincera",0.219,0.0628,0.117,69.656,-22.532,0.976,0.6,0.238,0.0606
Pockets,0.632,0.593,0.489,92.89,-6.587,0.255,0.0,0.183,0.0393
Heaven,0.651,0.821,0.338,109.98,-7.458,0.00598,0.0441,0.101,0.0422
Star 69,0.846,0.842,0.265,135.625,-10.019,0.149,0.0942,0.481,0.167
Parrots,0.508,0.562,0.225,65.552,-22.668,0.828,0.0,0.778,0.944
I Feel It,0.462,0.736,0.0973,130.044,-6.007,0.00015,0.454,0.15,0.0318
Erectile Function,0.743,0.534,0.947,86.799,-16.393,0.592,0.0,0.923,0.947
Out There,0.814,0.654,0.444,160.054,-10.006,0.256,0.0,0.153,0.35
"Cantiga No. 10, ""Rosa das rosas"": Por nos de dulta tirar (CSM 18)",0.272,0.174,0.525,95.671,-18.137,0.942,2.66e-06,0.195,0.0396
Draw Close Again - Live,0.348,0.558,0.111,139.984,-7.963,0.0444,0.000689,0.112,0.0437
India Pt. II,0.746,0.664,0.447,74.989,-4.858,0.121,0.000256,0.127,0.0491
On The Road To Find Out,0.548,0.483,0.49,86.243,-9.318,0.378,0.0215,0.138,0.0303
We Die Too,0.733,0.635,0.581,80.002,-9.302,0.0171,8.37e-05,0.208,0.0765
Happy Father's Day,0.389,0.868,0.281,145.316,-5.356,0.000236,0.234,0.113,0.0649
"All The Way Up Here - From “Star"" Season 2",0.682,0.552,0.138,93.003,-7.086,0.0422,6.37e-05,0.225,0.133
All About You,0.408,0.659,0.188,157.922,-7.226,0.0356,0.0,0.101,0.0333
Me Frontió,0.498,0.782,0.835,83.997,-4.277,0.409,0.0,0.121,0.143
Have A Heart,0.272,0.345,0.357,161.313,-12.255,0.801,0.00569,0.106,0.0279
Stoney End,0.496,0.289,0.29,113.514,-10.959,0.786,0.0,0.16,0.0382
"Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"": Aria - Live",0.188,0.0622,0.313,66.095,-28.152,0.992,0.91,0.0703,0.0472
Dog Bite,0.275,0.962,0.604,172.494,-3.329,0.000409,1.24e-05,0.327,0.0956
On A Mountain,0.787,0.552,0.21,81.987,-7.676,0.0808,0.0,0.102,0.0685
Banana Clipper,0.501,0.762,0.412,166.056,-5.439,0.0372,0.0,0.422,0.389
***Flawless,0.476,0.688,0.352,140.553,-7.799,0.0953,0.000645,0.438,0.245
First Signs - Score,0.29,0.152,0.0666,115.181,-17.565,0.625,0.733,0.0967,0.0396
"Caldara: Demofoonte, Act 3: ""Misero pargoletto"" (Timante)",0.273,0.0593,0.128,88.181,-20.795,0.981,0.000208,0.116,0.0502
Electric Love,0.611,0.797,0.518,120.041,-7.627,0.00543,0.00137,0.26,0.0533
Living the Dream,0.53,0.504,0.56,77.295,-6.71,0.101,0.000633,0.106,0.0251
Blood (feat. Georgia Ku),0.397,0.961,0.192,79.961,-1.193,0.00153,0.241,0.104,0.27
Good Riddance (Time Of Your Life),0.587,0.257,0.484,91.941,-10.758,0.608,0.0,0.11,0.0277
How Simple,0.633,0.715,0.526,126.935,-7.244,0.0647,0.0,0.103,0.0304
"Lucia di Lammermoor: ""Tu che a dio spiegasti l'ali"" - Remastered",0.3,0.186,0.209,80.19,-12.703,0.988,0.0155,0.146,0.0355
"Do Right Woman, Do Right Man",0.668,0.284,0.491,134.911,-10.192,0.706,0.0,0.131,0.0413
Talking to Myself,0.593,0.712,0.473,124.013,-6.325,0.00184,0.0,0.128,0.0286
Syoujyotachinoowaranaiyoru -Everlasting Night of Teenage Girls-,0.426,0.838,0.539,93.011,-3.514,0.273,0.0,0.247,0.0429
Prayer Changes Everything,0.0866,0.228,0.0382,84.251,-13.258,0.827,0.934,0.0843,0.0359
Epiphany,0.559,0.487,0.145,149.961,-9.349,0.0327,0.0814,0.129,0.0266
Need Someone,0.775,0.45,0.554,79.987,-8.752,0.0962,0.0,0.104,0.112
Soul Food,0.52,0.869,0.259,167.771,-4.546,0.0573,0.0,0.332,0.28
B.A.T.T.L.E G.A.M.E,0.389,0.958,0.478,192.185,-2.914,0.0041,0.0,0.349,0.259
"Twinkle, Twinkle Little Star",0.613,0.264,0.347,90.935,-16.298,0.819,0.0,0.699,0.0513
Still in Love With You,0.531,0.944,0.731,78.504,-2.897,0.000178,0.0,0.119,0.0563
Aida: Suo padre. Anch'io pugnai,0.256,0.0973,0.202,171.352,-25.885,0.976,8.57e-05,0.578,0.0643
Meri Lado Nu Pa Deo Maiyan,0.654,0.662,0.926,121.016,-9.978,0.542,1.39e-05,0.133,0.0827
Bandito,0.661,0.52,0.427,127.089,-8.367,0.256,0.0246,0.105,0.028
Slow Down - Demo,0.539,0.962,0.933,104.967,-5.724,0.0134,3.63e-06,0.106,0.0798
Recitar… Vesti la giubba - Pagliacci,0.261,0.152,0.0843,88.203,-14.598,0.976,0.0815,0.0915,0.034
Los Laureles (The Laurels),0.431,0.229,0.631,166.224,-11.198,0.554,0.0,0.236,0.0627
Is This Love - 2018 Remaster,0.263,0.759,0.429,179.904,-7.288,0.0555,0.0,0.231,0.0431
Rulay,0.767,0.676,0.609,140.009,-1.26,0.16,0.0,0.0589,0.123
No Pensarte,0.734,0.672,0.512,179.757,-4.537,0.533,1.84e-05,0.11,0.345
Humble Yourself,0.723,0.59,0.54,138.003,-7.101,0.403,0.0,0.217,0.0696
Baby Don't Leave Me Alone With My Thoughts,0.673,0.737,0.586,99.725,-4.201,0.396,1.19e-05,0.0947,0.0507
Let It Go,0.541,0.706,0.587,90.001,-6.221,0.00709,0.0,0.291,0.0262
Borderlines,0.595,0.818,0.565,95.035,-4.023,0.00724,0.0,0.142,0.0257
No Limits,0.549,0.959,0.361,102.043,-2.696,0.0224,1e-06,0.234,0.0674
Know Love,0.49,0.235,0.188,120.138,-20.423,0.541,4.75e-05,0.137,0.0434
Love You,0.541,0.399,0.392,203.893,-10.414,0.723,6.02e-05,0.111,0.131
Gold And Silver,0.32,0.541,0.693,185.051,-14.153,0.369,0.887,0.294,0.0347
Alien Boy - Big Data Remix,0.865,0.581,0.827,136.053,-6.187,0.0927,0.0,0.0898,0.114
Las Nenas Lindas (Remix) [feat. Tego Calderon],0.733,0.895,0.829,79.994,-4.133,0.348,1.76e-06,0.357,0.107
The Way To Bake (A Birthday Cake),0.684,0.642,0.743,120.13,-4.095,0.728,0.0,0.571,0.136
Sail Away,0.602,0.91,0.476,121.025,-5.125,0.000504,0.166,0.112,0.0355
M' Bife Balafon,0.733,0.79,0.964,109.008,-6.617,0.484,0.893,0.136,0.0397
Beto,0.706,0.514,0.483,111.784,-10.287,0.565,0.0215,0.225,0.046
Medley: Noche Sensacional / El Billetero / Pastelero / Cepillao / Un Cigarrito y Un Café / Me Gustan las Caraqueñas / La Radio (En Vivo),0.531,0.906,0.82,106.778,-8.854,0.0668,0.0,0.335,0.0556
Moon Over Georgia,0.646,0.455,0.369,90.183,-9.813,0.452,0.0,0.113,0.0246
Brakhage,0.682,0.616,0.618,138.978,-11.498,0.439,0.567,0.119,0.0643
Pretty girl,0.375,0.953,0.678,176.032,-3.011,0.00157,0.0,0.0603,0.077
Trátame Suavemente - Remasterizado 2007,0.738,0.801,0.532,122.857,-3.366,0.0438,0.0572,0.595,0.0284
Pode Voar,0.474,0.247,0.263,140.06,-12.178,0.539,0.000792,0.118,0.0342
Endless Love,0.772,0.422,0.878,132.053,-13.698,0.566,0.000874,0.129,0.0349
Ex-Darling,0.916,0.609,0.967,142.83,-8.084,0.711,0.00185,0.117,0.038
Pitch Black,0.84,0.71,0.587,116.988,-5.808,0.114,0.108,0.16,0.0357
Midnight Rendezvous,0.699,0.501,0.487,96.017,-10.412,0.691,0.475,0.326,0.037
"Verdi: La traviata, Act 1: ""Sempre libera"" (Violetta, Alfredo)",0.408,0.156,0.186,114.547,-11.149,0.984,0.000275,0.0725,0.0429
Uncontrollable,0.547,0.915,0.583,104.931,-4.383,0.00042,5.08e-06,0.302,0.059
Carlotta,0.594,0.00727,0.0878,70.539,-17.865,0.849,0.862,0.0837,0.055
The Killing Words - Remastered,0.479,0.865,0.189,126.42,-5.278,0.222,2.19e-05,0.0676,0.0433
No Other Reason,0.465,0.909,0.623,75.028,-4.94,0.00694,0.0979,0.116,0.0377
All In,0.547,0.878,0.536,140.07,-4.65,0.000931,0.0,0.191,0.0431
La Vuelta Al Mundo,0.748,0.538,0.779,124.974,-9.943,0.159,1.62e-06,0.167,0.222
A 7days Wonder,0.471,0.714,0.506,135.01,-6.084,0.000172,0.239,0.317,0.0506
"A Dream Is A Wish Your Heart Makes (From ""Cinderella"")",0.713,0.266,0.17,137.914,-12.933,0.912,0.923,0.104,0.0363
"For Blood, for Glory, for Honor",0.295,0.515,0.129,149.671,-13.372,0.325,0.974,0.11,0.0486
Pink + White,0.544,0.552,0.554,159.738,-7.45,0.67,4.57e-05,0.415,0.0991
Atlas: One,0.402,0.342,0.448,119.163,-9.593,0.891,4.04e-06,0.101,0.0322
"St. Matthew Passion, BWV 244, Pt. 1: No. 29, O Mensch, bewein dein Sünde groß",0.309,0.16,0.158,71.399,-21.853,0.976,0.649,0.156,0.0372
The Garden,0.741,0.554,0.631,115.016,-5.925,0.15,4.7e-06,0.577,0.0626
The Tempest,0.403,0.754,0.302,174.018,-7.773,0.00176,0.019,0.545,0.0416
Vivo,0.659,0.843,0.852,84.491,-6.488,0.0691,0.0,0.0523,0.237
Waterfall,0.576,0.463,0.404,90.02,-9.021,0.035,0.0835,0.099,0.0283
LoveStoned / I Think She Knows Interlude,0.862,0.707,0.849,121.259,-6.243,0.335,0.000116,0.283,0.0585
Gasoline,0.874,0.646,0.967,128.029,-6.009,0.0452,1.4e-06,0.322,0.0496
A Day At The Beach,0.678,0.585,0.408,50.127,-13.459,0.642,0.0,0.756,0.935
Ziggy Says,0.426,0.807,0.944,95.85,-4.893,0.0911,0.0,0.574,0.031
Say The Word,0.429,0.636,0.227,123.966,-7.684,0.000767,5.14e-05,0.203,0.0325
Satellites,0.713,0.886,0.775,140.032,-3.879,0.0473,0.0,0.168,0.12
Jane Says,0.426,0.65,0.493,82.184,-7.747,0.0387,3.76e-06,0.126,0.0332
"5 Morceaux de fantaisie, Op. 3 no. 2: Prelude in C-Sharp Minor",0.486,0.032,0.0697,138.909,-20.978,0.99,0.947,0.107,0.102
Hipnosis,0.861,0.713,0.565,112.024,-5.205,0.192,0.0,0.173,0.116
Wdgaf (Dub Version) [feat. Jay Fresh],0.685,0.99,0.157,150.058,-0.736,0.000618,0.00183,0.429,0.223
Still,0.671,0.707,0.651,138.026,-7.394,0.158,0.000432,0.141,0.0301
Drink One for Me,0.55,0.654,0.423,90.575,-4.794,0.137,0.0,0.36,0.0301
Macoretta Boozer,0.5,0.986,0.348,125.98,-2.527,3.35e-05,0.0155,0.595,0.0769
Lying,0.4,0.792,0.49,192.064,-4.833,0.00205,0.000666,0.0462,0.0946
One Finger One Thumb,0.886,0.881,0.922,103.973,-7.483,0.52,1.43e-05,0.0468,0.0526
Drinking Class,0.663,0.53,0.269,109.003,-9.763,0.0886,0.0,0.154,0.0301
Taking Its Toll (Remixed) - Remastered,0.424,0.645,0.393,77.817,-7.721,0.00246,0.00353,0.334,0.0265
Summers Over Interlude,0.688,0.278,0.32,132.02,-8.804,0.325,0.00601,0.101,0.0299
Whatcha See Is Whatcha Get,0.64,0.742,0.861,152.934,-8.336,0.239,0.0,0.304,0.124
Lane Boy,0.616,0.811,0.913,159.929,-4.804,0.0573,1.57e-05,0.0566,0.0626
ロックスター,0.488,0.729,0.585,98.028,-4.733,0.0526,0.0,0.109,0.035
Not Screwed! (interlude),0.34,0.436,0.166,177.889,-11.62,0.38,0.642,0.484,0.15
An Evening I Will Not Forget - Acoustic,0.498,0.156,0.0595,124.215,-16.582,0.97,0.000546,0.139,0.0653
Shoota (feat. Lil Uzi Vert),0.674,0.649,0.48,153.069,-8.433,0.191,0.0,0.122,0.199
WEIT WEG,0.351,0.833,0.303,202.036,-5.109,0.0112,0.000292,0.166,0.0508
"Bach - 3 chorales, P. 167: No. 3. Andante (after J.S. Bach's Wachet auf ruft uns die Stimme, BWV 645)",0.162,0.012,0.0923,110.305,-31.823,0.924,0.835,0.0905,0.0427
Cool Dry Place,0.697,0.793,0.968,97.711,-5.737,0.55,0.0,0.167,0.0266
Rollin' And Tumblin' - Stereo Version,0.712,0.523,0.975,127.029,-14.68,0.356,0.00166,0.689,0.0327
Speak Low - Version Alternative,0.672,0.439,0.656,113.302,-12.334,0.405,0.0558,0.254,0.0334
The Girl with the Flaxen Hair,0.106,0.0533,0.0467,82.857,-26.613,0.943,0.829,0.1,0.0481
Echo the Son,0.496,0.796,0.388,113.976,-5.75,0.0038,8.22e-06,0.127,0.0401
Hometown,0.627,0.881,0.593,120.007,-4.575,0.0636,0.0,0.103,0.0556
End Credits,0.517,0.633,0.336,107.513,-13.114,0.482,0.921,0.11,0.0316
More Than Words,0.44,0.236,0.233,102.115,-13.204,0.975,0.883,0.187,0.0297
My Finances,0.507,0.936,0.652,71.596,-6.282,0.823,0.0,0.864,0.833
Breathe - Live,0.289,0.262,0.154,136.47,-11.907,0.616,0.0012,0.933,0.0304
Fuego A La Jicotea,0.825,0.862,0.965,103.492,-2.072,0.424,0.00198,0.285,0.0575
Goodies,0.826,0.647,0.872,102.017,-6.306,0.0277,1.52e-06,0.298,0.0491
It Wasn't God Who Made Honky Tonk Angels,0.595,0.226,0.774,137.488,-10.708,0.739,0.0,0.333,0.0289
The Other Side,0.56,0.548,0.432,124.643,-6.386,0.657,0.0,0.0896,0.0321
Try Your Fire,0.799,0.564,0.677,97.072,-7.197,0.229,0.000127,0.0954,0.296
Lost My Phone,0.666,0.416,0.274,113.035,-15.729,0.189,0.0449,0.385,0.0426
If Money Didn't Matter,0.541,0.716,0.362,171.946,-5.451,0.447,0.00057,0.0901,0.0328
Ready Now,0.621,0.816,0.72,85.023,-5.007,0.0297,0.0949,0.324,0.0409
Can You Get To That,0.689,0.83,0.815,140.732,-8.774,0.539,0.0,0.0882,0.0954
Lucy,0.481,0.71,0.188,140.062,-4.785,0.183,0.0,0.147,0.0298
Like Mariah,0.735,0.77,0.492,97.981,-4.851,0.112,0.0,0.129,0.143
"Never Gonna Stop (The Red, Red Kroovy)",0.617,0.85,0.589,125.03,-4.543,6.39e-05,2.93e-05,0.481,0.0325
Arabeske Op. 18,0.33,0.0394,0.214,87.145,-20.442,0.995,0.888,0.165,0.0419
More Than Anything,0.541,0.498,0.136,74.052,-7.664,0.29,0.0,0.225,0.0273
Rye Whiskey,0.632,0.453,0.461,112.069,-12.257,0.525,0.000448,0.143,0.0301
Dead End Complex,0.458,0.978,0.294,151.084,-1.455,0.0103,0.0,0.21,0.159
Everything I Got,0.568,0.672,0.509,92.152,-4.377,0.0664,0.0,0.0999,0.149
Killing Hawk,0.219,0.414,0.0364,110.853,-18.412,0.395,0.921,0.0994,0.0857
Winter Linn,0.548,0.799,0.371,90.01,-7.329,0.00676,0.962,0.114,0.0606
It's Too Late,0.45,0.441,0.811,208.282,-12.718,0.498,0.00562,0.133,0.0352
Six Feet Under,0.583,0.301,0.176,67.448,-12.693,0.815,0.000232,0.0799,0.0391
Mocha Jazz Delight,0.733,0.0938,0.541,86.954,-23.112,0.973,0.792,0.107,0.0508
Lavish Lullaby,0.839,0.658,0.818,147.005,-5.515,0.252,0.0202,0.149,0.045
Casanova,0.6,0.847,0.623,121.922,-4.921,0.0285,0.0,0.0773,0.102
Don't Say Shit (feat. Chris Brown & Fabolous),0.696,0.524,0.388,136.833,-6.883,0.0214,0.0,0.141,0.219
Son of Umar,0.229,0.175,0.0584,99.969,-18.269,0.0705,0.634,0.129,0.0336
Secrets,0.747,0.66,0.319,140.054,-7.632,0.323,4.13e-06,0.146,0.191
